# kext, CDF(kappa) for RXJ1131 based on overdensity of 1.4 in galaxy counts, and Gaussian wht based on external shear of 0.089+/-0.006 from lens modeling
-9.900000e-02	0.000000e+00
-9.700000e-02	0.000000e+00
-9.500000e-02	0.000000e+00
-9.300000e-02	0.000000e+00
-9.100000e-02	0.000000e+00
-8.900000e-02	0.000000e+00
-8.700000e-02	0.000000e+00
-8.500000e-02	0.000000e+00
-8.300000e-02	0.000000e+00
-8.100000e-02	0.000000e+00
-7.900000e-02	0.000000e+00
-7.700000e-02	0.000000e+00
-7.500000e-02	0.000000e+00
-7.300000e-02	0.000000e+00
-7.100000e-02	0.000000e+00
-6.900000e-02	0.000000e+00
-6.700000e-02	0.000000e+00
-6.500000e-02	0.000000e+00
-6.300000e-02	0.000000e+00
-6.100000e-02	0.000000e+00
-5.900000e-02	0.000000e+00
-5.700000e-02	0.000000e+00
-5.500000e-02	0.000000e+00
-5.300000e-02	0.000000e+00
-5.100000e-02	0.000000e+00
-4.900000e-02	0.000000e+00
-4.700000e-02	0.000000e+00
-4.500000e-02	0.000000e+00
-4.300000e-02	0.000000e+00
-4.100000e-02	0.000000e+00
-3.900000e-02	0.000000e+00
-3.700000e-02	0.000000e+00
-3.500000e-02	0.000000e+00
-3.300000e-02	0.000000e+00
-3.100000e-02	0.000000e+00
-2.900000e-02	0.000000e+00
-2.700000e-02	0.000000e+00
-2.500000e-02	0.000000e+00
-2.300000e-02	0.000000e+00
-2.100000e-02	0.000000e+00
-1.900000e-02	7.946848e-51
-1.700000e-02	1.111172e-38
-1.500000e-02	6.311944e-29
-1.300000e-02	4.069255e-27
-1.100000e-02	1.729750e-23
-9.000000e-03	4.701873e-19
-7.000000e-03	2.596094e-17
-5.000000e-03	1.330664e-14
-3.000000e-03	4.574941e-13
-9.999970e-04	2.763271e-11
1.000000e-03	4.451049e-10
3.000000e-03	9.384626e-09
5.000000e-03	1.468277e-07
7.000000e-03	1.029688e-05
9.000000e-03	4.249553e-05
1.100000e-02	1.978004e-04
1.300000e-02	4.298480e-04
1.500000e-02	6.040852e-04
1.700000e-02	9.018567e-04
1.900000e-02	1.599376e-03
2.100000e-02	2.454199e-03
2.300000e-02	3.678462e-03
2.500000e-02	5.108450e-03
2.700000e-02	7.117441e-03
2.900000e-02	9.780956e-03
3.100000e-02	1.285789e-02
3.300000e-02	1.622968e-02
3.500000e-02	2.068120e-02
3.700000e-02	2.615374e-02
3.900000e-02	3.323551e-02
4.100000e-02	4.063372e-02
4.300000e-02	4.930421e-02
4.500000e-02	5.923087e-02
4.700000e-02	7.028432e-02
4.900000e-02	8.250924e-02
5.100000e-02	9.518130e-02
5.300000e-02	1.095052e-01
5.500000e-02	1.246736e-01
5.700000e-02	1.403531e-01
5.900000e-02	1.573285e-01
6.100000e-02	1.753283e-01
6.300000e-02	1.937867e-01
6.500000e-02	2.122306e-01
6.700000e-02	2.311120e-01
6.900000e-02	2.496048e-01
7.100000e-02	2.687809e-01
7.300000e-02	2.884490e-01
7.500000e-02	3.086415e-01
7.700000e-02	3.285473e-01
7.900000e-02	3.486073e-01
8.100000e-02	3.682946e-01
8.300000e-02	3.884682e-01
8.500000e-02	4.083115e-01
8.700000e-02	4.283142e-01
8.900000e-02	4.477058e-01
9.100000e-02	4.669630e-01
9.300000e-02	4.857747e-01
9.500000e-02	5.041934e-01
9.700000e-02	5.215692e-01
9.900000e-02	5.389223e-01
1.010000e-01	5.555606e-01
1.030000e-01	5.722517e-01
1.050000e-01	5.876512e-01
1.070000e-01	6.024793e-01
1.090000e-01	6.168298e-01
1.110000e-01	6.316466e-01
1.130000e-01	6.461606e-01
1.150000e-01	6.595348e-01
1.170000e-01	6.725444e-01
1.190000e-01	6.851323e-01
1.210000e-01	6.976610e-01
1.230000e-01	7.094737e-01
1.250000e-01	7.208209e-01
1.270000e-01	7.325441e-01
1.290000e-01	7.434389e-01
1.310000e-01	7.534497e-01
1.330000e-01	7.636402e-01
1.350000e-01	7.739572e-01
1.370000e-01	7.831262e-01
1.390000e-01	7.918452e-01
1.410000e-01	8.006093e-01
1.430000e-01	8.089395e-01
1.450000e-01	8.166451e-01
1.470000e-01	8.242260e-01
1.490000e-01	8.308522e-01
1.510000e-01	8.374851e-01
1.530000e-01	8.436189e-01
1.550000e-01	8.501982e-01
1.570000e-01	8.557577e-01
1.590000e-01	8.611436e-01
1.610000e-01	8.664789e-01
1.630000e-01	8.719061e-01
1.650000e-01	8.770121e-01
1.670000e-01	8.816522e-01
1.690000e-01	8.861092e-01
1.710000e-01	8.903379e-01
1.730000e-01	8.943387e-01
1.750000e-01	8.983520e-01
1.770000e-01	9.019901e-01
1.790000e-01	9.056987e-01
1.810000e-01	9.089870e-01
1.830000e-01	9.122376e-01
1.850000e-01	9.151825e-01
1.870000e-01	9.184402e-01
1.890000e-01	9.212598e-01
1.910000e-01	9.240649e-01
1.930000e-01	9.266471e-01
1.950000e-01	9.292010e-01
1.970000e-01	9.317130e-01
1.990000e-01	9.340913e-01
2.010000e-01	9.366906e-01
2.030000e-01	9.389629e-01
2.050000e-01	9.410849e-01
2.070000e-01	9.432000e-01
2.090000e-01	9.452074e-01
2.110000e-01	9.472159e-01
2.130000e-01	9.488000e-01
2.150000e-01	9.505928e-01
2.170000e-01	9.522572e-01
2.190000e-01	9.539569e-01
2.210000e-01	9.556697e-01
2.230000e-01	9.572602e-01
2.250000e-01	9.586258e-01
2.270000e-01	9.600565e-01
2.290000e-01	9.615914e-01
2.310000e-01	9.628749e-01
2.330000e-01	9.642580e-01
2.350000e-01	9.654190e-01
2.370000e-01	9.666092e-01
2.390000e-01	9.678694e-01
2.410000e-01	9.688277e-01
2.430000e-01	9.698842e-01
2.450000e-01	9.707853e-01
2.470000e-01	9.718065e-01
2.490000e-01	9.728192e-01
2.510000e-01	9.738369e-01
2.530000e-01	9.747774e-01
2.550000e-01	9.757552e-01
2.570000e-01	9.765346e-01
2.590000e-01	9.773503e-01
2.610000e-01	9.782195e-01
2.630000e-01	9.790640e-01
2.650000e-01	9.797900e-01
2.670000e-01	9.804511e-01
2.690000e-01	9.810071e-01
2.710000e-01	9.817491e-01
2.730000e-01	9.822814e-01
2.750000e-01	9.827618e-01
2.770000e-01	9.832548e-01
2.790000e-01	9.838246e-01
2.810000e-01	9.842854e-01
2.830000e-01	9.847821e-01
2.850000e-01	9.852646e-01
2.870000e-01	9.857932e-01
2.890000e-01	9.862749e-01
2.910000e-01	9.866450e-01
2.930000e-01	9.871203e-01
2.950000e-01	9.876021e-01
2.970000e-01	9.879740e-01
2.990000e-01	9.884227e-01
3.010000e-01	9.889119e-01
3.030000e-01	9.892073e-01
3.050000e-01	9.894893e-01
3.070000e-01	9.898478e-01
3.090000e-01	9.901812e-01
3.110000e-01	9.904897e-01
3.130000e-01	9.908019e-01
